content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
"Woooy saya barusan top up uang sudah berhasil kok mau buka akun link aja saya gak bisa"". Padahal sebelumnya sudah pernah transaksi di link aja ? Jadi gimana uang saya yang sudah berhasil terkirim ke link aja mohon bantu proses",  barusan mantap  uang  hasil   buka akun linkaja aja  gak      transaksi  linkaja aja  gimana uang    hasil kirim  linkaja aja mohon bantu proses,0,-1,-1,0
"Aplikasi ga jelas , tiba tiba eror saldo tidak muncul , di coba login kembali malah akun tidak bisa diakses ,mohon pencerahannya",aplikasi ga    rusak saldo tidak muncul  coba masuk   akun tidak  akses mohon cerah,0,-1,-1,0
"Fiturnya lengkap,pengirimannya cepat,tidak ribet.mantap dah apk ini",fitur lengkap kirim cepat tidak ribet mantap  aplikasi ,0,1,1,0
"Aplikasi ga berguna. Nunggu upgrade 14hari lebih, lagi butuh duit banget nyari solusi malah bertebaran penipu. Duit 1,6jt melayang karena aplikasi ini",aplikasi ga guna nunggu tingkat    butuh duit  nyari solusi  tebar tipu duit jt layang  aplikasi ,0,-1,-1,0
Saldo link aja gua terpotong...TPI saldo taxxee driver Maxim saya tak kunjung nambah....nyesel gua top up melalui e wallet linkaja....pusat bantuan nya pun sangat ngk berguna dalam hal nelpon..email..dan chat agent nya...sangat tak berguna,saldo linkaja aja gua potong tpi saldo taxi driver maxim   kunjung nambah nyesel gua mantap   elektronik dompet linkaja pusat bantu     guna   nelpon email  obrol agen    guna,-1,-1,-1,0
Parah..parah..parah.. Top up saldo berhasil tp abis itu akun g bisa diakses. Coba semua saluran call center g ada yang tembus..,parah parah parah mantap  saldo hasil  habis  akun gak  akses coba  salur panggil pusat gak   tembus ,-1,-1,-1,0
Limit tf sangat tidak bagus..di waktu pas genting malah gagal..Mau tutup akun jadinya kendala di transaksi mulu..klo gak niat bikin aplikasi di hapus aja..bagus seh tapi makin k sini kaya sampah..status full service sama aja dngan akun baru..kaya taikk,limit transfer  tidak bagus   pas genting  gagal  tutup akun  kendala  transaksi mulu klo gak niat bikin aplikasi  hapus aja bagus      kaya sampah status penuh servis  aja dngan akun  kaya taik,0,-1,-1,0
"Tlg doongggg diperbaiki segeraa!!! Uang sy dalam link semua, dari rabu minggu lalu sy cash out ke indomaret system eror trs, malam jumat nya sy coba upgrade ke premium biar sy bisa transfer ke rekening dan akan sy tarik tunai karna ga pegang uang cash samasekali dan sy ada keperluan bayaran kuliah, ternyata sampai hari rabu ini msh gabisa. Upgrade masih dlm proses ga udah udah, cash out ke mitra link manapun masih gabisa. Sedangkan saldo saya banyak (untuk saya) karna saya simpan di link semua.",tolong  baik segeraa uang   linkaja   rabu minggu   tunai   indomaret sistem rusak  malam jumat   coba tingkat  premium biar   transfer  rekening    tarik tunai  ga pegang uang tunai      perlu bayar kuliah    rabu   gabisa tingkat   proses ga udah udah tunai   mitra linkaja mana  gabisa  saldo       simpan  linkaja  ,0,-1,-1,0
"Aplikasi ini sangat membantu aku banget disetiap transaksi, ga ribet sama sekali dan mudah digunakan. Promonya juga banyak.",aplikasi   bantu   tiap transaksi ga ribet    mudah  promo   ,0,1,1,0
"Aplikasi ga guna jangan di install dan jangan top up ke aplikasi ini, karena tidak bisa dipakai saya sudah menunggu hasil upgrade tidak ada perkembangan selama 1 minggu, saya menyesal install aplikasi tidak berguna",aplikasi ga  jangan  pasang  jangan mantap   aplikasi   tidak  pakai   tunggu hasil tingkat tidak  kembang  minggu  sesal pasang aplikasi tidak guna,0,0,-1,-1
"Aplikasi yang sangat fleksibel, ringan dan mudah digunakan untuk segala macam keperluan termasuk pembayaran tiket kereta api.",aplikasi   fleksibel ringan  mudah     perlu  bayar tiket kereta api ,0,1,1,0
"Aplikasi eror, sampai sekarang belum bisa digunakan. Sudah terlanjur isi saldo. Ga ada perbaikan kah?",aplikasi rusak       lanjur isi saldo ga  baik  ,0,-1,-1,0
"aplikasi linkAja membantu dan mudah diakses, dilengkapi dengan berbagai fitur fitur yang sudah sangat lengkap sehingga tidak ada hambatan dalam proses pemakaian nya. Ternyata ini dompet digital yg aman dipake, bisa buat nyimpen saldo, bayar ini itu tanpa bawa uang tunai. Transaksinya jg gampang & cepet. Tadinya udah was2 kalo2 gak masuk klu dipake buat top up jg... Overall bagus apk nya...",aplikasi linkaja bantu  mudah akses lengkap   fitur fitur    lengkap  tidak  hambat  proses pakai    dompet digital  aman dipake   simpan saldo bayar    bawa uang tunai transaksi  gampang cepat  udah was kalo gak masuk  dipake  mantap  jg  bagus aplikasi  ,0,1,1,0
"Halo selamat pagi permisi dari pihak link aja, saya izin mau komplein transaksi saya sudah 2 minggu lebih dengan status pending dalam proses, nominalnya tidak seberapa namun tolong di tindak lanjuti, saya hubungi livechat masak dalam antrean bisa 3 jam lebih setiap harinya saya email juga tidak terjawab, mohon untuj ditindak lanjuti terimakasih.", selamat pagi permisi   linkaja aja  izin  komplain transaksi   minggu   status tunda  proses nominal tidak   tolong  tindak   hubung japri masak  antri  jam   hari  email  tidak jawab mohon  tindak  terimakasih ,-1,-1,-1,0
"Aplikasi tidak berguna tiba tiba akun tidak dapat diakses apa apaan saldo masih ada tapi akun ga bisa masuk Aplikasi terburuk, komplain lewat email pun ga dibalasbalas",aplikasi tidak guna   akun tidak  akses   saldo    akun ga  masuk aplikasi buruk komplain  email  ga balas,-1,-1,-1,0
"Aplikasi LinkAja sangat membantu sekali buat aku beli pulsa, data internet , bayar listrik. Pokonya mantap",aplikasi linkaja  bantu    beli pulsa data internet bayar listrik pokok mantap,0,1,1,0
"aplikasi paket komplit! mau transaksi apa aja bisa coy. belanja online, jajan di food court, naik transportasi umum, semuanya dehh bisaðð» apalagi klo udh upgrade full service, bisa kirim uang minim biaya admin. warrr biazahhâ¨",aplikasi paket lengkap  transaksi  aja  kawan belanja daring jajan  makan lapang  transportasi       udah tingkat penuh servis  kirim uang minim biaya admin  biazahh ,0,1,1,0
Saya lama tidak pakai link aja skrg mau pakai lagi login susah mau reset pin saja tidak bisa2., lama tidak pakai linkaja aja   pakai  masuk susah  reset pin  tidak  ,0,-1,-1,0
3 saja soalnya tiap mau kirim slalu di tingkatkan tiap malam di tingkatkan hadew parah banget ni aplikasi,     kirim   tingkat  malam  tingkat  parah  ni aplikasi,0,0,-1,-1
"Sangat membantu karena semua yang dibutuhkan berada dalam satu aplikasi, dan plusnya lagi terdapat banyak promo menarik serta cashback yang didapatkan.", bantu    butuh    aplikasi  plus    promo tarik  uang   dapat ,0,1,1,0
"Link aja sebenernya bagus tapi buat transaksi saat ini gagal terus..saldo masih ada..tolong gak usah di batasi transaksinya,,bayar admind gak apa apa penting transaksi lancar..masa sebulan maximal cuma 31Ã transaksi makasih.",linkaja aja sebenernya bagus   transaksi   gagal  saldo   tolong gak   batas transaksi bayar admin gak    transaksi lancar  bulan maksimal  transaksi makasih ,0,-1,-1,0
"Bagus aplikasinya , nyaman banget pake aplikasi ini jarang ada gangguan , sukses selalu",bagus aplikasi nyaman  pakai aplikasi  jarang  ganggu sukses ,0,1,1,0
Basic ke full service lama banget min tolong lah uang sy ad di appnya gk bisa ditransfer,  penuh servis lama  admin tolong  uang    aplikasi gak  transfer,0,0,-1,-1
udh 1 minggu pengajuan akun full service ga bisa. Aplikasi Ewallet TerJelek dari semua nya,udah minggu aju akun penuh servis ga  aplikasi dompet digital jelek   ,0,0,-1,-1
aplikasi yang sangat membantu dan rekomen bangett untuk yang suka bepergian karena mudah untuk bertransaksi.,aplikasi   bantu  rekomendasi    suka pergi  mudah  transaksi ,0,1,1,0
"Aplikasi dengan pelayanan yang buruk, mengajukan upgrade akun dari basic ke full servis tapi tidak di proses-proses, giliran di hubungi malah tidak ada respon, tolong ya di perbaiki pelayanannya",aplikasi  layan  buruk aju tingkat akun    penuh servis  tidak  proses proses gilir  hubung  tidak  respon tolong   baik layan,-1,0,-1,-1
baru tahu ternyata kartu saya hangus karna lupa gak isi pulsa gak bisa di ganti itu kelemahan linkaja kalo mau tahu jd saya kurangi 3 bintang ribet ganti no nya harus tlp ke pusat harus meng habiskan pulsa minimal 25 ribu itupun kalo gak di ulur2 sama oprator usul developer kasih menu ganti no hp biar para pelangan merasa nyaman di saat no hpnya hangus,   kartu  hangus  lupa gak isi pulsa gak   ganti  lemah linkaja    jd  kurang bintang ribet ganti nomor   telepon  pusat  meng habis pulsa minimal ribu itu  gak  ulur  operator usul kembang kasih menu ganti nomor telepon biar  pelang  nyaman   nomor hpnya hangus,-1,-1,-1,0
"Keren buangett!!! Sekarang cuman dari aplikasi linkaja bisa buat beli dan menjual keperluan pulsa/paket data, seragam dan lain-lain. Jadi ga perlu ribet deh:)",keren buangett  cuman  aplikasi linkaja   beli  jual perlu pulsa paket data seragam     ga  ribet  ,0,1,1,0
"Asli guasaranin jangan pakai aplikasi ini,dulu aplilasi ini bagus,semakin kesini pelayanannya semakin buruk Full service gakbisa transfer.transger ke bank kadang bisa kadang gak.lebih sering gak bisanya",asli  saranin jangan pakai aplikasi   aplilasi  bagus  kesini layan  buruk penuh servis gakbisa transfer transfer  bank kadang  kadang gak   gak ,0,-1,-1,0
"App error, reset pin malah suruh cek koneksi. YouTube browser aja lancar cuk, emang seberapa berat sih game ni, apa pakai server gratisan",aplikasi rusak reset pin  suruh cek koneksi youtube browser aja lancar cuk emang  berat  main ni  pakai server gratis,0,-1,-1,0
"Maaf min aku kasih bintang 4 dulu soallnya pas mau upgrade di bagian selfie foto setelah selesai kok kembali lagi kebagian selie yak kok tidak dilanjutkan ke data diri? Terus menerus kek gitu, tolong bantuannya min ð",maaf admin  kasih bintang   pas  tingkat   selfie foto  selesai    bagi foto yak  tidak lanjut  data   terus kek gitu tolong bantu admin ,0,0,-1,-1
"Call center memblokir nomor saya dan livechat tidak ada respon, email hanya di balas autoreplay, kemana lagi saya harus mengadu, akun saya tidak dapat diakses dan saya harus bayar cicilan.",panggil pusat blokir nomor   japri tidak  respon email   balas balas otomatis mana    adu akun  tidak  akses    bayar cicil ,-1,0,-1,0
Apk terburuk. Update ke akun full servis sudah 2 hari ga ada respon katanya 1x24 jam . Isi kuota juga ga masuk2 pdhal saldo udah ke potong .di riwayat sedang di proses tapi sampe 2 hari juga blom masuk,aplikasi buruk baharu  akun penuh servis   ga  respon   jam isi kuota  ga masuk  saldo udah  potong  riwayat   proses      masuk,0,-1,-1,0
"Pakai LinkAja mempermudah dan sangat membantu. Cukup pakai satu aplikasi, tapi bisa lakuin banyak transaksi. Jadi ga perlu repot pasang banyak aplikasi di hp.",pakai linkaja mudah   bantu  pakai  aplikasi   lakuin  transaksi  ga  repot pasang  aplikasi  telepon ,0,1,1,0
Aduh tolong donk... Udah 5 hari ini mau isi bbm non subsidi tp aplikasi nolak gak bisa. Mau d tarik upgrrd dlu lh udah d coba udah sehari masih mnggu konfirmasi blon klir2. Admin bntu donk kudu gmna ni... Mau d tarik juga kaga bisa... Pke ktp itu ini udah nih...., tolong donk udah    isi bbm tidak subsidi  aplikasi nolak gak    tarik tingkat   udah  coba udah hari  minggu konfirmasi  klir admin bntu   gimana ni   tarik  kaga  pakai ktp   udah  ,0,-1,-1,-1
Ni kenapa link aja ngga bisa untuk transaksi transfer ke bank soal nya butuh ada saldo di dalam aplikasi tapi ngga bisa untuk transaksi,ni  linkaja aja tidak   transaksi transfer  bank   butuh  saldo   aplikasi  tidak   transaksi,0,-1,-1,0
"Aplikasi sederhana, mudah memakai nya, mempermudah buat pembayaran. Proses nya juga sangat cepat",aplikasi sederhana mudah pakai  mudah  bayar proses    cepat,0,1,1,0
Aplikasi aneh . Uang lumyan bnyak hilang . Di telan nih aplikasi . Email ga respon Cal center yg jawab mesin . Nyesel pake apk ini .,aplikasi aneh uang lumayan  hilang  telan  aplikasi email ga respon panggil pusat   mesin nyesal pakai aplikasi  ,-1,-1,-1,0
Jelek banget ini aplikasi sudah 6 hari upgrade tapi akun masic basic keterangan masih proses...nyoba tarik di merchan lain ga bisa error,jelek   aplikasi   tingkat  akun   terang  proses nyoba tarik  jual  ga  rusak,0,-1,-1,0
"Mohon bantuannya klw nomor tidak bisa didaftar..keterangan akun tidak dapat diakses,sudah dicoba telpon call center 150911 tapi tidak diangkat",mohon bantu  nomor tidak  daftar terang akun tidak  akses  coba telpon panggil pusat  tidak angkat,-1,-1,-1,0
Sangat mudah digunakan tampilan yang menarik membuat semua transaksi lebih nyaman dan aman, mudah  tampil  tarik   transaksi  nyaman  aman,0,1,1,0
"Top up kartu elektronik, isi sekarang taun depan baru masuk, itupun klo ok, g jelas, jd g nyaman dengan ""kemudahannya""",mantap  kartu elektronik isi     masuk itu  ok gak  jd gak nyaman  mudah,0,-1,-1,0
Akun saya tiba-tiba di blokir linkaja. Aplikasi tidak jelas. Sudah jelas itu no saya dan saya bisa membuktikan sampai jalur mana pun.....sangat merugikan. Pantas saja linkaja tidak banyak yang mau menggunakan. Cocok nya di hapus saja di play store. Biar tidak banyak korbannya ððððð,akun     blokir linkaja aplikasi tidak     nomor     bukti  jalur    rugi   linkaja tidak     cocok   hapus   main toko biar tidak  korban ,0,-1,-1,0
"sudah nunggu berhari2 buat upgrade full service tapi gak ada kabar sama sekali. telpon cs malah bobrokkk yg ngomong robot padahal udah habis pulsa banyak, kirim email gak bisa, dm gak bisa. live chat juga gak guna. katanya maks 3x24jam tapi ini udah lebih. TOLONG DIPERHATIKAN YA MASALAH UPGRADE AKUN !!!", nunggu hari  tingkat penuh servis  gak  kabar   telpon layan langgan  bobrok  ngomong robot  udah habis pulsa  kirim email gak  japri gak  langsung obrol  gak   maksimal  jam   udah  tolong perhati   tingkat akun ,-1,0,-1,-1
"Wah wah wah, emak emak aja pakek aplikasi ini terbantu banget , aplikasi nya juga ngk ribet makasih deh pokoknya yang udh bikin aplikasi ini",   emak emak aja pakai aplikasi  bantu  aplikasi    ribet makasih  pokok  udah bikin aplikasi ,0,1,1,0
Meski kurang dlm promosi tapiiii.... Sangat membantu & sederhana dlm segala aktivitasnya. Insyaallah Amanah & transferan tetap utuh krn klw pun ada biaya admin akan dibebankan pada sang pengirim. Terima kasih ðð, kurang  promosi tapiiii  bantu sederhana   aktivitas insyaallah amanah transfer  utuh     biaya admin  beban  sang kirim terima kasih ,0,0,1,0
"Pelayanan sangat lambat dan buruk, saya sudah update aplikasi, saya sudah mengisi data sesuai dengan ketentuan tapi sudah sebulanan upgrade full service belum ada perubahan terbaru, gimana ini (?)",layan  lambat  buruk   baharu aplikasi   isi data sesuai  tentu   bulan tingkat penuh servis   ubah baru gimana  ,0,0,-1,-1
Udah nunggu lamaÂ² tapi akun masih basic padahal udah lebih sehari tapi belum ACC ke full service.sudah dihubungi admin nya tapi malah ngabisinÂ² pulsa aja.nggk recomended banget,udah nunggu lama  akun    udah  hari   terima  penuh servis  hubung admin    ngabisin pulsa aja nggk rekomendasi ,0,0,-1,-1
"Aplikasi yang sangat membantu untuk bertransaksi,,,saya harap di tingkatkan lagi soalnya sering kali kalau mau transfer ke bang pasti gangguan",aplikasi   bantu  transaksi  harap  tingkat    kali   transfer  bang  ganggu,0,-1,-1,0
"Aplikasi rusak saya ada transaksi gagal tapi saldo sudah hilang,,telpon castemer servis bot sumua habiskan pulsa gak ada solusi jangan ada yang download atau daftar link saja,,aplikasi rusak",aplikasi rusak   transaksi gagal  saldo  hilang telpon langgan servis robot  habis pulsa gak  solusi jangan   unduh  daftar linkaja  aplikasi rusak,-1,-1,-1,0
"Di rekomendasiin temen suruh pake linkaja ternyata emg semudah itu menggunakan appnya, fiturnya juga mudah dipahami, good recommend buat kalian yg suka bertransaksi online biar gausah bolak balik bank", rekomendasi temen suruh pakai linkaja  emang mudah   aplikasi fitur  mudah paham bagus rekomendasi    suka transaksi daring biar gausah bolak  bank,0,1,1,0
"Saya sudah top up,tp tidak bs TF,,apk taikk,,jd nyesal banget aku download,,apk g ada guna nya sama sekali,,,bukan mempermudah,malah bikin rugi,,,",  mantap   tidak  tf apk taikk jd nyesal   download apk gak       mudah  bikin rugi ,0,1,1,0
Aplikasi mudah banget di gunain dan jujur ngebantu bangett si utk naik naik transfortasi di jakarta jadi ga perlu pake kartu lagi deh,aplikasi mudah   gunain  jujur ngebantu  si    transfortasi  jakarta  ga  pakai kartu  ,0,1,1,0
Semoga kedepannya semakin baik. Aplikasi ini sudah lama saja gunakan untuk bayar-bayar,moga depan  baik aplikasi   lama    bayar bayar,0,1,1,0
"Akun sudah lama tidak di gunakan, saat login di minta reset pin namun selalu gagal alasan koneksi. Padahal untuk sinyal di HP saya sangat bagus.",akun  lama tidak    masuk   reset pin   gagal alas koneksi   sinyal  telepon   bagus ,0,-1,-1,0
